<<<<<<< HEAD:src/Exports/20201011_053755/output.csv
Time,Latitude,Longitude,Satelites,Altitude,Pressure,Internal Temperature,External Temperature,Humidity,TimeElapsed,Wind Direction,Wind Speed,Scaled Pressure,Scaled Temperature
110638,19.1,72.86,12.0,30.6,1007.3,21.7,28.19,49.63,0,70,0,91.82315405651778,18.793333333333333
110638,19.1,72.86,12.0,30.7,1007.4,21.6,28.12,49.67,0,0,0,91.83226982680036,18.746666666666666
110639,19.1,72.86,12.0,30.7,1007.2,21.7,28.05,49.61,1,0,4763656.002232702,91.81403828623519,18.7
110642,19.1,72.86,12.0,29.0,1007.3,21.7,28.05,49.7,4,0,1587885.3340775676,91.82315405651778,18.7
110643,19.1,72.86,12.0,29.0,1007.3,21.7,28.05,49.69,5,0,4763656.002232702,91.82315405651778,18.7
110643,19.1,72.86,12.0,29.2,1007.2,21.7,28.12,49.72,5,0,0,91.81403828623519,18.746666666666666
110644,19.1,72.86,12.0,29.2,1007.3,21.7,28.05,49.71,6,0,4763656.002232702,91.82315405651778,18.7
110647,19.1,72.86,12.0,27.1,1007.3,21.7,28.05,49.94,9,0,1587885.3340775676,91.82315405651778,18.7
110648,19.1,72.86,12.0,27.1,1007.3,21.7,28.12,49.96,10,0,4763656.002232702,91.82315405651778,18.746666666666666
110648,19.1,72.86,12.0,27.0,1007.2,21.7,28.05,49.99,10,0,0,91.81403828623519,18.7
110649,19.1,72.86,12.0,27.0,1007.2,21.7,28.05,49.97,11,0,4763656.002232702,91.81403828623519,18.7
=======
Sr.No.,Time,Latitude,Longitude,Satelites,Altitude,Pressure,Internal Temperature,External Temperature,Humidity,TimeElapsed,Wind Direction,Wind Speed,Scaled Pressure,Scaled Temperature
13,11:06:53,19.1014,72.85810000000001,12,24.8,1007.2,21.7,28.05,50.02,15,0.0,4763615.269542039,91.81403828623519,18.7
14,11:06:53,19.1014,72.85810000000001,12,24.5,1007.3,21.7,28.05,49.95,15,0.0,4763615.269542039,91.82315405651778,18.7
15,11:06:54,19.1014,72.8582,12,24.5,1007.3,21.7,28.02,49.94,16,89.99998363856075,4763615.269546456,91.82315405651778,18.68
16,11:06:57,19.1014,72.8582,12,23.2,1007.3,21.7,28.05,49.2,19,0.0,1587871.756514013,91.82315405651778,18.7
17,11:06:58,19.1014,72.8582,12,23.2,1007.3,21.7,27.95,49.2,20,0.0,4763615.269542039,91.82315405651778,18.633333333333333
18,11:06:58,19.1014,72.8582,12,23.1,1007.3,21.7,28.02,49.26,20,0.0,4763615.269542039,91.82315405651778,18.68
19,11:06:59,19.1014,72.8582,12,23.1,1007.3,21.7,27.98,49.32,21,0.0,4763615.269542039,91.82315405651778,18.653333333333332
20,11:07:02,19.1014,72.8582,12,21.4,1007.3,21.7,27.88,49.07,24,0.0,1587871.756514013,91.82315405651778,18.586666666666666
21,11:07:03,19.1014,72.8582,12,21.4,1007.2,21.7,27.95,48.83,25,0.0,4763615.269542039,91.81403828623519,18.633333333333333
22,11:07:03,19.1014,72.8582,12,20.8,1007.3,21.7,27.88,48.87,25,0.0,4763615.269542039,91.82315405651778,18.586666666666666
23,11:07:04,19.1014,72.8582,12,20.8,1007.3,21.7,27.95,49.1,26,0.0,4763615.269542039,91.82315405651778,18.633333333333333
24,11:07:07,19.1014,72.8582,12,19.1,1007.3,21.7,27.91,49.9,29,0.0,1587871.756514013,91.82315405651778,18.606666666666666
25,11:07:08,19.1014,72.8582,12,19.1,1007.2,21.7,27.88,50.05,30,0.0,4763615.269542039,91.81403828623519,18.586666666666666
26,11:07:08,19.1014,72.8582,12,19.3,1007.2,21.7,28.05,50.13,30,0.0,4763615.269542039,91.81403828623519,18.7
27,11:07:09,19.1014,72.8582,12,19.3,1007.3,21.7,28.02,50.2,31,0.0,4763615.269542039,91.82315405651778,18.68
28,11:07:12,19.1014,72.8582,12,17.1,1007.2,21.7,28.02,50.31,34,0.0,1587871.756514013,91.81403828623519,18.68
29,11:07:13,19.1015,72.8582,12,17.1,1007.3,21.7,28.05,50.35,35,0.0,4763618.653685705,91.82315405651778,18.7
30,11:07:13,19.1015,72.8582,12,16.1,1007.3,21.7,28.02,50.49,35,0.0,4763618.653685705,91.82315405651778,18.68
31,11:07:14,19.1015,72.8582,12,16.1,1007.3,21.7,28.1,50.54,36,0.0,4763612.359900433,91.82315405651778,18.733333333333334
32,11:07:17,19.1015,72.8582,12,10.5,1007.2,21.7,28.02,50.67,39,0.0,1587870.7866334775,91.81403828623519,18.68
33,11:07:18,19.1015,72.8582,12,10.5,1007.3,21.7,28.1,50.45,40,0.0,4763612.359900433,91.82315405651778,18.733333333333334
34,11:07:18,19.1015,72.8582,12,9.6,1007.2,21.7,28.1,50.36,40,0.0,4763612.359900433,91.81403828623519,18.733333333333334
35,11:07:19,19.1015,72.8582,12,9.6,1007.3,21.7,28.02,50.24,41,0.0,4763612.359900433,91.82315405651778,18.68
36,11:07:22,19.1015,72.8582,12,7.7,1007.2,21.7,27.95,49.88,44,0.0,1587870.7866334775,91.81403828623519,18.633333333333333
37,11:07:23,19.1015,72.8582,12,7.7,1007.3,21.7,27.95,49.89,45,0.0,4763612.359900433,91.82315405651778,18.633333333333333
38,11:07:23,19.1015,72.8582,12,7.4,1007.3,21.7,27.88,49.87,45,0.0,4763612.359900433,91.82315405651778,18.586666666666666
39,11:07:24,19.1015,72.8582,12,7.4,1007.3,21.7,27.95,50.07,46,0.0,4763612.359900433,91.82315405651778,18.633333333333333
40,11:07:27,19.1015,72.8582,12,5.7,1007.3,21.7,27.95,50.53,49,0.0,1587870.7866334775,91.82315405651778,18.633333333333333
41,11:07:28,19.1015,72.8582,12,5.7,1007.3,21.7,27.95,50.66,50,0.0,4763612.359900433,91.82315405651778,18.633333333333333
42,11:07:28,19.1015,72.8582,12,5.0,1007.4,21.7,27.95,50.76,50,0.0,4763612.359900433,91.83226982680036,18.633333333333333
43,11:07:29,19.1015,72.8582,12,5.0,1007.2,21.7,28.02,50.83,51,0.0,4763612.359900433,91.81403828623519,18.68
44,11:07:32,19.1015,72.8582,12,2.3,1007.3,21.7,28.02,50.92,54,0.0,1587870.7866334775,91.82315405651778,18.68
45,11:07:33,19.1015,72.8582,12,2.3,1007.3,21.8,28.02,51.04,55,0.0,4763612.359900433,91.82315405651778,18.68
46,11:07:33,19.1015,72.8582,12,1.9,1007.3,21.7,28.02,51.09,55,0.0,4763612.359900433,91.82315405651778,18.68
47,11:07:34,19.1015,72.8582,12,1.9,1007.2,21.8,28.02,51.15,56,0.0,4763612.359900433,91.81403828623519,18.68
48,11:07:37,19.1015,72.8582,12,0.1,1007.3,21.8,28.1,51.48,59,0.0,1587870.7866334775,91.82315405651778,18.733333333333334
49,11:07:38,19.1015,72.8582,12,0.1,1007.3,21.7,28.1,51.49,60,0.0,4763612.359900433,91.82315405651778,18.733333333333334
50,11:07:38,19.1015,72.8582,12,-0.2,1007.3,21.7,28.1,51.5,60,0.0,4763612.359900433,91.82315405651778,18.733333333333334
51,11:07:39,19.1015,72.8582,12,-0.2,1007.4,21.7,28.17,51.65,61,0.0,4763612.359900433,91.83226982680036,18.78
52,11:07:42,19.1015,72.8582,12,-1.8,1007.4,21.8,28.17,51.93,64,0.0,1587870.7866334775,91.83226982680036,18.78
53,11:07:43,19.1015,72.8582,12,-1.8,1007.3,21.8,28.17,51.99,65,0.0,4763612.359900433,91.82315405651778,18.78
54,11:07:43,19.1015,72.8582,12,-2.0,1007.3,21.8,28.17,52.07,65,0.0,4763612.359900433,91.82315405651778,18.78
55,11:07:44,19.1015,72.8582,12,-2.0,1007.3,21.8,28.24,52.04,66,0.0,4763612.359900433,91.82315405651778,18.826666666666668
56,11:07:47,19.1015,72.8582,12,-2.1,1007.3,21.8,28.17,51.66,69,0.0,1587870.7866334775,91.82315405651778,18.78
57,11:07:48,19.1015,72.8582,12,-2.1,1007.3,21.8,28.24,51.56,70,0.0,4763612.359900433,91.82315405651778,18.826666666666668
58,11:07:48,19.1015,72.8582,12,-2.2,1007.3,21.8,28.24,51.42,70,0.0,4763612.359900433,91.82315405651778,18.826666666666668
59,11:07:49,19.1015,72.8582,12,-2.2,1007.4,21.8,28.24,51.35,71,0.0,4763612.359900433,91.83226982680036,18.826666666666668
60,11:07:52,19.1015,72.8582,12,-1.3,1007.4,21.8,28.24,51.47,74,0.0,1587870.7866334775,91.83226982680036,18.826666666666668
61,11:07:53,19.1015,72.8582,12,-0.8,1007.4,21.8,28.24,51.49,75,0.0,4763612.359900433,91.83226982680036,18.826666666666668
62,11:07:54,19.1015,72.8582,12,-0.8,1007.3,21.8,28.24,51.57,76,0.0,4763612.359900433,91.82315405651778,18.826666666666668
63,11:07:57,19.1015,72.8582,12,0.0,1007.3,21.8,28.24,51.77,79,0.0,1587870.7866334775,91.82315405651778,18.826666666666668
64,11:07:58,19.1015,72.8582,12,0.0,1007.4,21.8,28.24,51.8,80,0.0,4763612.359900433,91.83226982680036,18.826666666666668
65,11:07:58,19.1015,72.8582,12,0.0,1007.4,21.8,28.24,51.85,80,0.0,4763612.359900433,91.83226982680036,18.826666666666668
66,11:07:59,19.1015,72.8582,12,0.0,1007.3,21.8,28.31,51.88,81,0.0,4763612.359900433,91.82315405651778,18.873333333333335
67,11:08:03,19.1015,72.8582,12,0.3,1007.4,21.8,28.29,51.7,85,0.0,1190903.0899751082,91.83226982680036,18.86
68,11:08:03,19.1015,72.8582,12,0.3,1007.2,21.8,28.31,51.68,85,0.0,1190903.0899751082,91.81403828623519,18.873333333333335
69,11:08:04,19.1015,72.8582,12,0.3,1007.4,21.8,28.31,51.63,86,0.0,4763612.359900433,91.83226982680036,18.873333333333335
70,11:08:07,19.1015,72.8583,12,0.0,1007.2,21.8,28.31,51.57,89,89.99998363662235,1587870.7866349497,91.81403828623519,18.873333333333335
71,11:08:08,19.1015,72.8583,12,0.0,1007.3,21.8,28.31,51.63,90,0.0,4763612.359900433,91.82315405651778,18.873333333333335
72,11:08:08,19.1015,72.8583,12,-0.1,1007.3,21.8,28.31,51.53,90,0.0,4763612.359900433,91.82315405651778,18.873333333333335
73,11:08:09,19.1015,72.8583,12,-0.1,1007.3,21.8,28.31,51.54,91,0.0,4763612.359900433,91.82315405651778,18.873333333333335
74,11:08:12,19.1015,72.8583,12,-0.5,1007.3,21.8,28.38,51.62,94,0.0,1587870.7866334775,91.82315405651778,18.92
75,11:08:13,19.1015,72.8583,12,-0.5,1007.2,21.8,28.38,51.71,95,0.0,4763612.359900433,91.81403828623519,18.92
76,11:08:13,19.1015,72.8583,12,-0.8,1007.4,21.8,28.31,51.94,95,0.0,4763612.359900433,91.83226982680036,18.873333333333335
77,11:08:14,19.1015,72.8583,12,-0.8,1007.3,21.8,28.38,52.16,96,0.0,4763612.359900433,91.82315405651778,18.92
78,11:08:18,19.1015,72.8583,12,-1.5,1007.4,21.8,28.45,52.68,100,0.0,1190903.0899751082,91.83226982680036,18.966666666666665
79,11:08:18,19.1015,72.8583,12,-1.9,1007.4,21.8,28.38,52.62,100,0.0,1190903.0899751082,91.83226982680036,18.92
80,11:08:19,19.1015,72.8583,12,-1.9,1007.4,21.8,28.45,52.59,101,0.0,4763612.359900433,91.83226982680036,18.966666666666665
81,11:08:22,19.1015,72.8583,12,-2.6,1007.3,21.8,28.45,52.7,104,0.0,1587870.7866334775,91.82315405651778,18.966666666666665
82,11:08:23,19.1015,72.8583,12,-2.6,1007.4,21.8,28.53,52.61,105,0.0,4763612.359900433,91.83226982680036,19.02
83,11:08:23,19.1015,72.8583,12,-2.1,1007.3,21.8,28.45,52.56,105,0.0,4763612.359900433,91.82315405651778,18.966666666666665
84,11:08:24,19.1015,72.8583,12,-2.1,1007.3,21.8,28.45,52.52,106,0.0,4763612.359900433,91.82315405651778,18.966666666666665
85,11:08:27,19.1015,72.8583,12,-1.6,1007.3,21.8,28.45,52.21,109,0.0,1587870.7866334775,91.82315405651778,18.966666666666665
86,11:08:28,19.1015,72.8583,12,-1.6,1007.4,21.8,28.45,52.23,110,0.0,4763612.359900433,91.83226982680036,18.966666666666665
87,11:08:28,19.1015,72.8583,12,-2.2,1007.4,21.8,28.53,52.24,110,0.0,4763612.359900433,91.83226982680036,19.02
88,11:08:29,19.1015,72.8583,12,-2.2,1007.3,21.8,28.45,52.15,111,0.0,4763612.359900433,91.82315405651778,18.966666666666665
89,11:08:33,19.1015,72.8583,12,-3.1,1007.4,21.8,28.45,51.98,115,0.0,1190903.0899751082,91.83226982680036,18.966666666666665
90,11:08:33,19.1015,72.8583,12,-3.0,1007.3,21.8,28.45,51.75,115,0.0,1190903.0899751082,91.82315405651778,18.966666666666665
91,11:08:34,19.1015,72.8583,12,-3.0,1007.3,21.8,28.45,51.73,116,0.0,4763612.359900433,91.82315405651778,18.966666666666665
92,11:08:37,19.1015,72.8583,11,-2.4,1007.3,21.8,28.38,51.79,119,0.0,1587870.7866334775,91.82315405651778,18.92
93,11:08:38,19.1015,72.8583,11,-2.4,1007.4,21.8,28.45,51.78,120,0.0,4763612.359900433,91.83226982680036,18.966666666666665
94,11:08:38,19.1015,72.8583,12,-3.2,1007.4,21.8,28.45,51.82,120,0.0,4763612.359900433,91.83226982680036,18.966666666666665
95,11:08:39,19.1015,72.8583,12,-3.2,1007.3,21.8,28.45,51.87,121,0.0,4763612.359900433,91.82315405651778,18.966666666666665
96,11:08:42,19.1015,72.8583,12,-5.1,1007.3,21.8,28.45,51.86,124,0.0,1587870.7866334775,91.82315405651778,18.966666666666665
97,11:08:43,19.1015,72.8583,12,-5.1,1007.3,21.8,28.36,51.84,125,0.0,4763612.359900433,91.82315405651778,18.906666666666666
98,11:08:43,19.1015,72.8583,12,-4.3,1007.3,21.9,28.53,52.1,125,0.0,4763612.359900433,91.82315405651778,19.02
99,11:08:44,19.1015,72.8583,12,-4.3,1007.2,21.9,28.38,52.15,126,0.0,4763612.359900433,91.81403828623519,18.92
100,11:08:47,19.1015,72.8583,12,9.1,1007.2,21.9,28.43,52.83,129,0.0,1587870.7866334775,91.81403828623519,18.953333333333333
101,11:08:48,19.1015,72.8583,12,9.1,1007.4,21.9,28.53,52.94,130,0.0,4763612.359900433,91.83226982680036,19.02
102,11:08:48,19.1015,72.8583,12,11.1,1007.2,21.9,28.45,52.87,130,0.0,4763612.359900433,91.81403828623519,18.966666666666665
103,11:08:49,19.1015,72.8583,12,11.1,1007.2,21.9,28.45,53.07,131,0.0,4763612.359900433,91.81403828623519,18.966666666666665
104,11:08:52,19.1015,72.8583,12,13.5,1007.4,21.8,28.6,53.47,134,0.0,1587870.7866334775,91.83226982680036,19.066666666666666
105,11:08:53,19.1014,72.8583,12,13.5,1007.3,21.8,28.57,53.6,135,180.0,4763608.975763478,91.82315405651778,19.046666666666667
106,11:08:53,19.1014,72.8583,12,14.2,1007.4,21.8,28.53,53.86,135,0.0,4763608.975763478,91.83226982680036,19.02
107,11:08:54,19.1014,72.8583,12,14.2,1007.3,21.8,28.53,53.98,136,0.0,4763615.269542039,91.82315405651778,19.02
108,11:08:57,19.1014,72.8583,12,16.0,1007.3,21.8,28.64,53.83,139,0.0,1587871.756514013,91.82315405651778,19.093333333333334
109,11:08:58,19.1014,72.8583,11,15.5,1007.3,21.8,28.57,53.79,140,0.0,4763615.269542039,91.82315405651778,19.046666666666667
110,11:08:59,19.1014,72.8583,11,15.5,1007.3,21.8,28.6,53.61,141,0.0,4763615.269542039,91.82315405651778,19.066666666666666
111,11:09:02,19.1014,72.8583,12,13.3,1007.2,21.8,28.64,53.61,144,0.0,1587871.756514013,91.81403828623519,19.093333333333334
112,11:09:03,19.1014,72.8583,12,11.5,1007.3,21.8,28.67,53.55,145,0.0,4763615.269542039,91.82315405651778,19.113333333333333
113,11:09:04,19.1015,72.8583,12,11.5,1007.3,21.8,28.6,53.4,146,0.0,4763618.653685705,91.82315405651778,19.066666666666666
114,11:09:07,19.1015,72.8583,12,7.5,1007.2,21.8,28.64,52.98,149,0.0,1587870.7866334775,91.81403828623519,19.093333333333334
115,11:09:08,19.1014,72.8583,12,7.5,1007.4,21.8,28.64,53.04,150,180.0,4763608.975763478,91.83226982680036,19.093333333333334
116,11:09:08,19.1014,72.8583,12,8.0,1007.3,21.9,28.64,53.14,150,0.0,4763608.975763478,91.82315405651778,19.093333333333334
117,11:09:09,19.1014,72.8583,12,8.0,1007.3,21.8,28.57,52.94,151,0.0,4763615.269542039,91.82315405651778,19.046666666666667
118,11:09:12,19.1014,72.8583,12,10.1,1007.3,21.9,28.57,52.93,154,0.0,1587871.756514013,91.82315405651778,19.046666666666667
119,11:09:13,19.1014,72.8583,12,10.1,1007.4,21.9,28.57,53.06,155,0.0,4763615.269542039,91.83226982680036,19.046666666666667
120,11:09:13,19.1014,72.8583,12,9.2,1007.3,21.9,28.57,53.02,155,0.0,4763615.269542039,91.82315405651778,19.046666666666667
121,11:09:14,19.1014,72.8583,12,9.2,1007.3,21.9,28.57,53.22,156,0.0,4763615.269542039,91.82315405651778,19.046666666666667
122,11:09:17,19.1014,72.8583,12,11.5,1007.3,21.9,28.67,53.29,159,0.0,1587871.756514013,91.82315405651778,19.113333333333333
123,11:09:18,19.1014,72.8583,12,11.5,1007.4,21.9,28.57,53.44,160,0.0,4763615.269542039,91.83226982680036,19.046666666666667
124,11:09:18,19.1014,72.8583,12,11.8,1007.4,21.9,28.64,53.52,160,0.0,4763615.269542039,91.83226982680036,19.093333333333334
125,11:09:19,19.1014,72.8583,12,11.8,1007.2,21.9,28.64,53.56,161,0.0,4763615.269542039,91.81403828623519,19.093333333333334
126,11:09:22,19.1014,72.8583,12,8.0,1007.3,21.9,28.64,53.38,164,0.0,1587871.756514013,91.82315405651778,19.093333333333334
127,11:09:23,19.1014,72.8583,12,8.0,1007.3,21.9,28.72,53.33,165,0.0,4763615.269542039,91.82315405651778,19.146666666666665
128,11:09:23,19.1014,72.8583,12,7.5,1007.4,21.9,28.72,53.4,165,0.0,4763615.269542039,91.83226982680036,19.146666666666665
129,11:09:24,19.1014,72.8583,12,7.5,1007.3,21.9,28.72,53.44,166,0.0,4763615.269542039,91.82315405651778,19.146666666666665
130,11:09:27,19.1014,72.8583,12,7.4,1007.3,21.9,28.64,53.16,169,0.0,1587871.756514013,91.82315405651778,19.093333333333334
131,11:09:28,19.1015,72.8583,12,7.4,1007.4,21.9,28.64,53.22,170,0.0,4763618.653685705,91.83226982680036,19.093333333333334
132,11:09:28,19.1015,72.8583,11,6.6,1007.3,21.9,28.64,53.26,170,0.0,4763618.653685705,91.82315405651778,19.093333333333334
133,11:09:29,19.1015,72.8583,11,6.6,1007.4,21.9,28.64,53.37,171,0.0,4763612.359900433,91.83226982680036,19.093333333333334
134,11:09:32,19.1015,72.8583,12,8.9,1007.3,21.9,28.57,53.33,174,0.0,1587870.7866334775,91.82315405651778,19.046666666666667
135,11:09:33,19.1014,72.8583,12,8.9,1007.4,21.9,28.57,53.28,175,180.0,4763608.975763478,91.83226982680036,19.046666666666667
136,11:09:33,19.1014,72.8583,12,10.2,1007.4,21.8,28.64,53.17,175,0.0,4763608.975763478,91.83226982680036,19.093333333333334
137,11:09:34,19.1014,72.8583,12,10.2,1007.4,21.8,28.57,53.15,176,0.0,4763615.269542039,91.83226982680036,19.046666666666667
138,11:09:37,19.1014,72.8583,12,14.0,1007.4,21.9,28.57,53.28,179,0.0,1587871.756514013,91.83226982680036,19.046666666666667
139,11:09:38,19.1014,72.8583,12,14.0,1007.4,21.9,28.57,53.26,180,0.0,4763615.269542039,91.83226982680036,19.046666666666667
140,11:09:38,19.1014,72.8583,12,14.0,1007.4,21.9,28.57,53.23,180,0.0,4763615.269542039,91.83226982680036,19.046666666666667
141,11:09:39,19.1014,72.8583,12,14.0,1007.3,21.9,28.57,53.31,181,0.0,4763615.269542039,91.82315405651778,19.046666666666667
142,11:09:42,19.1014,72.8583,12,14.3,1007.4,21.9,28.57,53.34,184,0.0,1587871.756514013,91.83226982680036,19.046666666666667
143,11:09:43,19.1014,72.8583,12,14.3,1007.3,21.9,28.57,53.44,185,0.0,4763615.269542039,91.82315405651778,19.046666666666667
144,11:09:43,19.1014,72.8583,12,15.6,1007.4,21.9,28.57,53.54,185,0.0,4763615.269542039,91.83226982680036,19.046666666666667
145,11:09:44,19.1014,72.8583,12,15.6,1007.3,21.9,28.5,53.38,186,0.0,4763615.269542039,91.82315405651778,19.0
146,11:09:47,19.1014,72.8583,12,17.2,1007.3,21.9,28.5,53.15,189,0.0,1587871.756514013,91.82315405651778,19.0
147,11:09:48,19.1014,72.8583,12,17.2,1007.4,21.9,28.5,53.22,190,0.0,4763615.269542039,91.83226982680036,19.0
148,11:09:48,19.1014,72.8583,12,19.0,1007.3,21.9,28.5,53.15,190,0.0,4763615.269542039,91.82315405651778,19.0
149,11:09:52,19.1014,72.8583,12,20.8,1007.5,21.9,28.5,53.19,194,0.0,1190903.8173855098,91.84138559708296,19.0
150,11:09:53,19.1014,72.8583,12,20.8,1007.4,21.9,28.5,53.22,195,0.0,4763615.269542039,91.83226982680036,19.0
151,11:09:53,19.1014,72.8583,12,20.5,1007.4,21.9,28.57,53.42,195,0.0,4763615.269542039,91.83226982680036,19.046666666666667
152,11:09:54,19.1014,72.8583,12,20.5,1007.4,21.9,28.57,53.45,196,0.0,4763615.269542039,91.83226982680036,19.046666666666667
153,11:09:57,19.1014,72.8583,12,21.4,1007.4,21.9,28.5,53.45,199,0.0,1587871.756514013,91.83226982680036,19.0
154,11:09:58,19.1014,72.8583,12,21.6,1007.5,21.9,28.5,53.38,200,0.0,4763615.269542039,91.84138559708296,19.0
155,11:09:59,19.1014,72.8583,12,21.6,1007.5,21.9,28.5,53.39,201,0.0,4763615.269542039,91.84138559708296,19.0
156,11:10:02,19.1014,72.8583,12,22.8,1007.5,21.9,28.5,53.1,204,0.0,1587871.756514013,91.84138559708296,19.0
157,11:10:03,19.1014,72.8583,12,23.6,1007.4,21.9,28.5,53.16,205,0.0,4763615.269542039,91.83226982680036,19.0
158,11:10:04,19.1014,72.8583,12,23.6,1007.5,21.9,28.57,53.13,206,0.0,4763615.269542039,91.84138559708296,19.046666666666667
159,11:10:07,19.1014,72.8583,12,23.9,1007.3,21.9,28.5,53.17,209,0.0,1587871.756514013,91.82315405651778,19.0
160,11:10:08,19.1014,72.8583,12,23.9,1007.5,21.9,28.5,53.22,210,0.0,4763615.269542039,91.84138559708296,19.0
161,11:10:08,19.1014,72.8583,12,23.9,1007.5,21.9,28.57,53.33,210,0.0,4763615.269542039,91.84138559708296,19.046666666666667
162,11:10:09,19.1014,72.8583,12,23.9,1007.5,21.9,28.5,53.52,211,0.0,4763615.269542039,91.84138559708296,19.0
163,11:10:12,19.1014,72.8583,12,24.6,1007.5,21.9,28.5,53.54,214,0.0,1587871.756514013,91.84138559708296,19.0
164,11:10:13,19.1014,72.8583,12,24.6,1007.5,21.9,28.57,53.46,215,0.0,4763615.269542039,91.84138559708296,19.046666666666667
165,11:10:13,19.1014,72.8583,12,26.8,1007.6,21.9,28.57,53.53,215,0.0,4763615.269542039,91.85050136736554,19.046666666666667
166,11:10:14,19.1014,72.8583,12,26.8,1007.5,21.9,28.64,54.62,216,0.0,4763615.269542039,91.84138559708296,19.093333333333334
167,11:10:17,19.1014,72.8583,12,26.5,1007.5,21.9,28.72,57.09,219,0.0,1587871.756514013,91.84138559708296,19.146666666666665
168,11:10:18,19.1014,72.8582,12,26.5,1007.5,21.9,28.79,58.3,220,270.00001636143924,4763615.269546456,91.84138559708296,19.19333333333333
169,11:10:18,19.1014,72.8582,12,26.0,1007.4,21.9,28.86,59.59,220,0.0,4763615.269546456,91.83226982680036,19.24
170,11:10:19,19.1014,72.8582,12,26.0,1007.5,21.9,28.93,60.4,221,0.0,4763615.269542039,91.84138559708296,19.286666666666665
171,11:10:22,19.1014,72.8583,12,21.4,1007.6,21.9,29.0,61.86,224,89.99998363856075,1587871.7565154852,91.85050136736554,19.333333333333332
172,11:10:23,19.1014,72.8583,12,21.4,1007.6,21.9,29.08,62.4,225,0.0,4763615.269542039,91.85050136736554,19.386666666666667
173,11:10:23,19.1014,72.8583,12,22.5,1007.8,21.9,29.15,62.75,225,0.0,4763615.269542039,91.86873290793072,19.433333333333334
174,11:10:24,19.1014,72.8583,12,22.5,1007.6,21.9,29.15,62.99,226,0.0,4763615.269542039,91.85050136736554,19.433333333333334
